lat	lon	title	description	icon	iconSize	iconOffset
51.94450090	8.65279990	Broken	<a target="_blank" href="http://www.openstreetmap.org/browse/node/295565646">295565646</a> (<a target="josmframe" href="http://localhost:8111/load_and_zoom?left=8.6527989&right=8.6528009&top=51.9445019&bottom=51.9444999&select=node295565646">JOSM</a>) DE Oerlinghausen <b>3813</b> Holter Straße 65 has problematic <b>postcode</b>	pin_circle_blue.png	16,16	-8,-8
50.86875910	6.21086440	Broken	<a target="_blank" href="http://www.openstreetmap.org/browse/node/305230427">305230427</a> (<a target="josmframe" href="http://localhost:8111/load_and_zoom?left=6.2108634&right=6.2108654&top=50.8687601&bottom=50.8687581&select=node305230427">JOSM</a>)  <b>hoengen</b>   17a has problematic <b>city</b>	pin_circle_blue.png	16,16	-8,-8
51.93787730	7.14412220	Broken	<a target="_blank" href="http://www.openstreetmap.org/browse/node/390880423">390880423</a> (<a target="josmframe" href="http://localhost:8111/load_and_zoom?left=7.1441212&right=7.1441232&top=51.9378783&bottom=51.9378763&select=node390880423">JOSM</a>) DE Coesfeld <b>36</b> Landweg 28 has problematic <b>postcode</b>	pin_circle_blue.png	16,16	-8,-8
51.93621150	7.14919160	Broken	<a target="_blank" href="http://www.openstreetmap.org/browse/node/391426191">391426191</a> (<a target="josmframe" href="http://localhost:8111/load_and_zoom?left=7.1491906&right=7.1491926&top=51.9362125&bottom=51.9362105&select=node391426191">JOSM</a>) DE <b>4</b> 48653 Puheweg 4 has problematic <b>city</b>	pin_circle_blue.png	16,16	-8,-8
51.93396180	7.12593680	Broken	<a target="_blank" href="http://www.openstreetmap.org/browse/node/401821526">401821526</a> (<a target="josmframe" href="http://localhost:8111/load_and_zoom?left=7.1259358&right=7.1259378&top=51.9339628&bottom=51.9339608&select=node401821526">JOSM</a>) DE <b>15</b> 48653 Berningweg 28 has problematic <b>city</b>	pin_circle_blue.png	16,16	-8,-8
51.95133140	7.62892580	Broken	<a target="_blank" href="http://www.openstreetmap.org/browse/node/411093417">411093417</a> (<a target="josmframe" href="http://localhost:8111/load_and_zoom?left=7.6289248&right=7.6289268&top=51.9513324&bottom=51.9513304&select=node411093417">JOSM</a>)   <b>41</b> Südstraße 48153 has problematic <b>postcode</b>	pin_circle_blue.png	16,16	-8,-8
52.15097160	8.67039240	Broken	<a target="_blank" href="http://www.openstreetmap.org/browse/node/508307079">508307079</a> (<a target="josmframe" href="http://localhost:8111/load_and_zoom?left=8.6703914&right=8.6703934&top=52.1509726&bottom=52.1509706&select=node508307079">JOSM</a>)  Hiddenhausen <b>321</b> Ginsterweg 18 has problematic <b>postcode</b>	pin_circle_blue.png	16,16	-8,-8
52.15079290	8.67046890	Broken	<a target="_blank" href="http://www.openstreetmap.org/browse/node/508307080">508307080</a> (<a target="josmframe" href="http://localhost:8111/load_and_zoom?left=8.6704679&right=8.6704699&top=52.1507939&bottom=52.1507919&select=node508307080">JOSM</a>)  Hiddenhausen <b>321</b> Ginsterweg 20 has problematic <b>postcode</b>	pin_circle_blue.png	16,16	-8,-8
51.41191180	7.21183250	Broken	<a target="_blank" href="http://www.openstreetmap.org/browse/node/583394412">583394412</a> (<a target="josmframe" href="http://localhost:8111/load_and_zoom?left=7.2118315&right=7.2118335&top=51.4119128&bottom=51.4119108&select=node583394412">JOSM</a>)   <b>4527</b> Marxstraße 65 has problematic <b>postcode</b>	pin_circle_blue.png	16,16	-8,-8
51.45960260	7.00832100	Broken	<a target="_blank" href="http://www.openstreetmap.org/browse/node/588501728">588501728</a> (<a target="josmframe" href="http://localhost:8111/load_and_zoom?left=7.0083200&right=7.0083220&top=51.4596036&bottom=51.4596016&select=node588501728">JOSM</a>)  <b>essen</b> 45127 Kastanienallee 58 has problematic <b>city</b>	pin_circle_blue.png	16,16	-8,-8
51.56520710	7.61569300	Broken	<a target="_blank" href="http://www.openstreetmap.org/browse/node/597288316">597288316</a> (<a target="josmframe" href="http://localhost:8111/load_and_zoom?left=7.6156920&right=7.6156940&top=51.5652081&bottom=51.5652061&select=node597288316">JOSM</a>) DE Kamen <b>fixme</b> Ahornweg 17b has problematic <b>postcode</b>	pin_circle_blue.png	16,16	-8,-8
51.56545050	7.61674980	Broken	<a target="_blank" href="http://www.openstreetmap.org/browse/node/597288317">597288317</a> (<a target="josmframe" href="http://localhost:8111/load_and_zoom?left=7.6167488&right=7.6167508&top=51.5654515&bottom=51.5654495&select=node597288317">JOSM</a>) DE Kamen <b>fixme</b> Ahornweg 22 has problematic <b>postcode</b>	pin_circle_blue.png	16,16	-8,-8
51.56542720	7.61643870	Broken	<a target="_blank" href="http://www.openstreetmap.org/browse/node/597288318">597288318</a> (<a target="josmframe" href="http://localhost:8111/load_and_zoom?left=7.6164377&right=7.6164397&top=51.5654282&bottom=51.5654262&select=node597288318">JOSM</a>) DE Kamen <b>fixme</b> Ahornweg 21 has problematic <b>postcode</b>	pin_circle_blue.png	16,16	-8,-8
51.56524380	7.61619190	Broken	<a target="_blank" href="http://www.openstreetmap.org/browse/node/597288319">597288319</a> (<a target="josmframe" href="http://localhost:8111/load_and_zoom?left=7.6161909&right=7.6161929&top=51.5652448&bottom=51.5652428&select=node597288319">JOSM</a>) DE Kamen <b>fixme</b> Ahornweg 19 has problematic <b>postcode</b>	pin_circle_blue.png	16,16	-8,-8
51.56570060	7.61691070	Broken	<a target="_blank" href="http://www.openstreetmap.org/browse/node/597288320">597288320</a> (<a target="josmframe" href="http://localhost:8111/load_and_zoom?left=7.6169097&right=7.6169117&top=51.5657016&bottom=51.5656996&select=node597288320">JOSM</a>) DE Kamen <b>fixme</b> Wasserkurler Straße 19 has problematic <b>postcode</b>	pin_circle_blue.png	16,16	-8,-8
51.56507040	7.61551060	Broken	<a target="_blank" href="http://www.openstreetmap.org/browse/node/597288321">597288321</a> (<a target="josmframe" href="http://localhost:8111/load_and_zoom?left=7.6155096&right=7.6155116&top=51.5650714&bottom=51.5650694&select=node597288321">JOSM</a>) DE Kamen <b>fixme</b> Ahornweg 17a has problematic <b>postcode</b>	pin_circle_blue.png	16,16	-8,-8
51.95577160	7.63705470	Broken	<a target="_blank" href="http://www.openstreetmap.org/browse/node/616670985">616670985</a> (<a target="josmframe" href="http://localhost:8111/load_and_zoom?left=7.6370537&right=7.6370557&top=51.9557726&bottom=51.9557706&select=node616670985">JOSM</a>)  <b>muenster</b> 48155 Hamburger Straße 4 has problematic <b>city</b>	pin_circle_blue.png	16,16	-8,-8
51.11126130	6.88924480	Broken	<a target="_blank" href="http://www.openstreetmap.org/browse/node/635849477">635849477</a> (<a target="josmframe" href="http://localhost:8111/load_and_zoom?left=6.8892438&right=6.8892458&top=51.1112623&bottom=51.1112603&select=node635849477">JOSM</a>)  <b>12</b> 40789 Am Hagelkreuz 22 has problematic <b>city</b>	pin_circle_blue.png	16,16	-8,-8
